id,period,year,t,corridor,src,dst,firm,firm_type,access_point,speed_band,speed_hours,transparent,network_coverage,pickup_method,payment_instrument,fee_pct_200,fx_margin_200,total_cost_200,fee_pct_500,fx_margin_500,total_cost_500
203225211,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,0.9,10.9,4.0,0.9,4.9
203225212,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,KCB,Bank,Internet,2 days,48.0,yes,High,bank account,Bank account transfer,8.34,4.52,12.86,3.3400000000000007,4.52,7.86
203225213,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,KCB,Bank,"Bank branch,Call Center",2 days,48.0,yes,High,bank account,Bank account transfer,13.89,4.52,18.41,5.5600000000000005,4.52,10.08
203225214,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Less than one hour,0.5,yes,High,bank account,Bank account transfer,3.33,4.38,7.71,1.33,4.38,5.71
203225215,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,Spire Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,3.38,13.38,4.0,3.38,7.38
203225216,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Same day,12.0,yes,High,bank account,Bank account transfer,13.629999999999999,0.41,14.04,5.45,0.41,5.86
203225217,2021_3Q,2021,2021.5,KENUGA,KEN,UGA,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,8.33,4.73,13.06,3.33,4.73,8.06
415220311,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,KCB,Bank,Bank branch,Same day,12.0,yes,High,bank account,Bank account transfer,35.79,8.81,44.6,14.319999999999999,8.81,23.13
415221059,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,KCB,Bank,Bank branch,Same day,12.0,yes,High,bank account,Bank account transfer,35.79,11.81,47.6,14.319999999999999,11.81,26.13
415220825,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,13.330000000000002,4.97,18.3,5.330000000000001,4.97,10.3
415221061,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,NMB (National Microfinance Bank),Non-Bank FI,Call Center,2 days,48.0,yes,High,bank account,Bank account transfer,32.239999999999995,11.73,43.97,12.899999999999999,11.73,24.63
415221065,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,KCB,Bank,Bank branch,Same day,12.0,yes,High,bank account,Bank account transfer,35.8,2.74,38.54,14.33,2.74,17.07
415221069,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,NMB (National Microfinance Bank),Non-Bank FI,Call Center,2 days,48.0,yes,High,bank account,Bank account transfer,32.24,2.28,34.52,12.9,2.28,15.18
415222249,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,13.330000000000002,4.97,18.3,5.330000000000001,4.97,10.3
415222697,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,13.330000000000002,4.97,18.3,5.330000000000001,4.97,10.3
415220310,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,KCB,Bank,Call Center,Same day,12.0,yes,High,bank account,Bank account transfer,35.790000000000006,8.73,44.52,14.32,8.73,23.05
415220821,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,5.01,15.01,4.0,5.01,9.01
415220826,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,-0.57,9.43,4.0,-0.57,3.43
415221052,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,NBC,Bank,Bank branch,3-5 days,96.0,yes,High,bank account,Bank account transfer,60.949999999999996,12.79,73.74,24.39,12.79,37.18
415221053,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,NBC,Bank,Call Center,3-5 days,96.0,yes,High,bank account,Bank account transfer,60.96,12.9,73.86,24.39,12.9,37.29
415221054,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,Stanbic Bank,Bank,Bank branch,2 days,48.0,yes,High,bank account,Bank account transfer,24.25,10.01,34.26,11.500000000000002,10.01,21.51
415221055,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,Stanbic Bank,Bank,Call Center,2 days,48.0,yes,High,bank account,Bank account transfer,24.260000000000005,10.12,34.38,11.51,10.12,21.63
415221057,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.390000000000001,2.78,8.17,4.620000000000001,2.78,7.4
415221058,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,KCB,Bank,Call Center,Same day,12.0,yes,High,bank account,Bank account transfer,35.79,11.78,47.57,14.320000000000002,11.78,26.1
415221060,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,NMB (National Microfinance Bank),Non-Bank FI,Bank branch,2 days,48.0,yes,High,bank account,Bank account transfer,32.239999999999995,11.7,43.94,12.900000000000002,11.7,24.6
415221062,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.390000000000001,4.91,10.3,4.619999999999999,4.91,9.53
415221064,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,KCB,Bank,Call Center,Same day,12.0,yes,High,bank account,Bank account transfer,35.800000000000004,2.26,38.06,14.33,2.26,16.59
415221066,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,NBC,Bank,Bank branch,3-5 days,96.0,yes,High,bank account,Bank account transfer,60.96,2.65,63.61,24.39,2.65,27.04
415221067,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,NBC,Bank,Call Center,3-5 days,96.0,yes,High,bank account,Bank account transfer,60.949999999999996,2.92,63.87,24.39,2.92,27.31
415221068,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,NMB (National Microfinance Bank),Non-Bank FI,Bank branch,2 days,48.0,yes,High,bank account,Bank account transfer,32.24,2.21,34.45,12.899999999999999,2.21,15.11
415221070,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,Stanbic Bank,Bank,Bank branch,2 days,48.0,yes,High,bank account,Bank account transfer,24.25,2.78,27.03,11.5,2.78,14.28
415221071,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,Stanbic Bank,Bank,Call Center,2 days,48.0,yes,High,bank account,Bank account transfer,24.25,2.92,27.17,11.5,2.92,14.42
415221072,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.390000000000001,2.26,7.65,4.62,2.26,6.88
415221952,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,0.0,4.59,4.59,0.0,4.59,4.59
415222243,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,10.0,-0.57,9.43,4.0,-0.57,3.43
415222248,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,10.0,5.01,15.01,4.0,5.01,9.01
415222693,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,10.0,-0.57,9.43,4.0,-0.57,3.43
415222696,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,10.0,5.01,15.01,4.0,5.01,9.01
415223843,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.3999999999999995,1.66,4.06,2.0,1.66,3.66
415223844,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.3999999999999995,1.66,4.06,2.0,1.66,3.66
415223845,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.3999999999999995,1.66,4.06,2.0,1.66,3.66
415220819,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,Ecobank,Bank,Bank branch,2 days,48.0,yes,Medium,cash,Cash,1.67,4.88,6.55,0.6699999999999999,4.88,5.55
415220820,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.2000000000000002,6.0,7.2,1.2000000000000002,6.0,7.2
415220824,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Less than one hour,0.5,yes,High,bank account,Bank account transfer,3.34,4.84,8.18,1.3399999999999999,4.84,6.18
415220827,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,Ecobank,Bank,Bank branch,2 days,48.0,yes,Low,cash,Cash,1.67,4.88,6.55,0.6699999999999999,4.88,5.55
415220828,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,3.8000000000000007,4.84,8.64,2.6000000000000005,4.84,7.44
415220830,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.2000000000000002,6.0,7.2,1.2000000000000002,6.0,7.2
415221056,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.539999999999999,10.36,17.9,5.100000000000001,10.36,15.46
415222246,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,Ecobank,Bank,Bank branch,2 days,48.0,yes,Low,cash,Cash,1.67,4.88,6.55,0.6699999999999999,4.88,5.55
415222251,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,3.8000000000000007,4.84,8.64,2.6000000000000005,4.84,7.44
415222252,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Less than one hour,0.5,yes,Medium,bank account,Bank account transfer,3.34,4.84,8.18,1.3399999999999999,4.84,6.18
415222253,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.2000000000000002,6.0,7.2,1.2000000000000002,6.0,7.2
415222694,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,Ecobank,Bank,Bank branch,2 days,48.0,yes,Low,bank account,Cash,1.67,4.88,6.55,0.6699999999999999,4.88,5.55
415222699,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Less than one hour,0.5,yes,Low,bank account,Bank account transfer,3.34,4.84,8.18,1.3399999999999999,4.84,6.18
415222700,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,1.2000000000000002,6.0,7.2,1.2000000000000002,6.0,7.2
415223003,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,Tigo,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,0.6900000000000004,7.86,8.55,0.6499999999999995,7.88,8.53
415224285,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,0.07,3.07,2.93,0.07,3.0
415224286,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,EcoBank Rapid Transfer,Money Transfer Operator,Internet,Less than one hour,0.5,yes,Medium,cash,Cash,3.0,0.67,3.67,2.93,0.67,3.6
415224287,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Low,cash,"Bank account transfer,Cash",3.0,4.88,7.88,2.9400000000000004,4.88,7.82
415224288,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,4.88,7.88,2.9400000000000004,4.88,7.82
415224289,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,4.88,7.88,2.9400000000000004,4.88,7.82
415220818,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.3400000000000007,4.85,7.19,1.4700000000000006,4.85,6.32
415220822,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Same day,12.0,yes,High,bank account,Bank account transfer,13.629999999999999,3.64,17.27,5.449999999999999,3.64,9.09
415220823,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,Spire Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,2.65,12.65,4.0,2.65,6.65
415220829,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.33,5.37,7.7,1.4699999999999998,5.37,6.84
415222244,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,Development Bank of Kenya,Bank,"Bank branch,Internet",Same day,12.0,yes,Medium,bank account,Bank account transfer,13.629999999999999,3.64,17.27,5.449999999999999,3.64,9.09
415222247,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,Spire Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,10.0,2.65,12.65,4.0,2.65,6.65
415222250,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.33,5.32,7.65,1.46,5.32,6.78
415222695,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,Spire Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,10.0,2.65,12.65,4.0,2.65,6.65
415222698,2021_4Q,2021,2021.75,KENSSD,KEN,SSD,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.3299999999999996,3.77,6.1,1.4600000000000004,3.77,5.23
415224315,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,EcoBank Rapid Transfer,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,cash,"Bank account transfer,Cash",0.0,3.19,3.19,3.6,3.19,6.79
415224316,2021_4Q,2021,2021.75,TZAKEN,TZA,KEN,EcoBank Rapid Transfer,Money Transfer Operator,Bank branch,Less than one hour,0.5,yes,High,cash,"Bank account transfer,Cash",3.6,3.19,6.79,3.6,3.19,6.79
415224317,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,EcoBank Rapid Transfer,Money Transfer Operator,Internet,Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",0.0,2.65,2.65,3.54,2.7,6.24
415224318,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,EcoBank Rapid Transfer,Money Transfer Operator,Bank branch,Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.5400000000000005,2.65,6.19,3.54,2.7,6.24
415224319,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,EcoBank Rapid Transfer,Money Transfer Operator,Internet,Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",0.0,3.48,3.48,3.0000000000000004,3.48,6.48
415224320,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,EcoBank Rapid Transfer,Money Transfer Operator,Bank branch,Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0100000000000002,3.48,6.49,3.0000000000000004,3.48,6.48
415222245,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,Development Bank of Kenya,Bank,Call Center,Same day,12.0,yes,Medium,bank account,Bank account transfer,13.63,3.81,17.44,5.449999999999999,3.81,9.26
415222992,2021_4Q,2021,2021.75,KENTZA,KEN,TZA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.0,3.17,3.17,0.0,3.17,3.17
415222993,2021_4Q,2021,2021.75,KENUGA,KEN,UGA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.0,3.26,3.26,0.0,3.26,3.26
415222787,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,MTN Mobile Money,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,0.16000000000000014,5.09,5.25,0.40000000000000036,5.09,5.49
415222785,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,KCB,Bank,Bank branch,Same day,12.0,yes,High,own/partner bank account,Cash,24.15,5.92,30.07,9.66,5.92,15.58
415222786,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,MoneyGram,Money Transfer Operator,Agent,Same day,12.0,yes,High,cash,Cash,8.63,1.01,9.64,6.91,1.01,7.92
415222788,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,9.91,4.65,14.56,7.389999999999999,4.65,12.04
415224845,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,Maico Money Transfer,Money Transfer Operator,Agent,Same day,12.0,yes,High,cash,Cash,4.0,0.74,4.74,4.0,0.74,4.74
415222784,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,Ecobank RapidCash,Bank,Internet,Same day,12.0,yes,High,bank account,Bank account transfer,0.0,3.08,3.08,0.0,3.08,3.08
415222783,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,Ecobank RapidCash,Bank,Bank branch,Same day,12.0,yes,High,bank account,Bank account transfer,0.0,1.46,1.46,0.0,1.46,1.46
415224617,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,KCB,Bank,Bank branch,Same day,12.0,yes,High,own/partner bank account,Bank account transfer,24.150000000000002,3.77,27.92,9.66,3.77,13.43
415224977,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,WorldRemit,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,cash,"Credit Card,Debit card",2.9299999999999997,0.64,3.57,1.6399999999999997,0.64,2.28
415224978,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,WorldRemit,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,mobile wallet,Debit card,2.93,3.65,6.58,1.6400000000000001,3.65,5.29
415224979,2021_4Q,2021,2021.75,RWAKEN,RWA,KEN,WorldRemit,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,cash,Credit Card,2.94,3.77,6.71,1.6400000000000001,3.77,5.41
415225544,2021_4Q,2021,2021.75,KENRWA,KEN,RWA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.0,5.4,5.4,0.0,5.4,5.4
415221063,2021_4Q,2021,2021.75,TZARWA,TZA,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,6.52,2.08,8.6,4.34,2.08,6.42
415221073,2021_4Q,2021,2021.75,TZAUGA,TZA,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.539999999999999,3.72,11.26,5.109999999999999,3.72,8.83
613220673,2022_1Q,2022,2022.0,KENRWA,KEN,RWA,Ecobank,Bank,Bank branch,2 days,48.0,yes,Medium,cash,Cash,1.6600000000000001,4.58,6.24,0.6600000000000001,4.58,5.24
613220675,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,3.44,13.44,4.0,3.44,7.44
613220679,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,Ecobank,Bank,Bank branch,2 days,48.0,yes,Low,cash,Cash,1.6600000000000001,4.58,6.24,0.6600000000000001,4.58,5.24
613222117,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,Ecobank,Bank,Bank branch,Less than one hour,0.5,yes,Low,cash,Cash,1.6600000000000001,4.58,6.24,0.6600000000000001,4.58,5.24
613222118,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,10.0,3.44,13.44,4.0,3.44,7.44
613222553,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,Ecobank,Bank,Bank branch,Less than one hour,0.5,yes,Low,bank account,Cash,1.6600000000000001,4.58,6.24,0.6600000000000001,4.58,5.24
613222554,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,GT Bank,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,10.0,3.44,13.44,4.0,3.44,7.44
613224179,2022_1Q,2022,2022.0,KENRWA,KEN,RWA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,0.15,3.15,2.93,0.15,3.08
613224180,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Low,cash,"Bank account transfer,Cash",3.0,4.58,7.58,2.9299999999999997,4.58,7.51
613224181,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,4.58,7.58,2.9299999999999997,4.58,7.51
613224182,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,EcoBank Rapid Transfer,Money Transfer Operator,"Bank branch,Internet",Less than one hour,0.5,yes,Medium,cash,"Bank account transfer,Cash",3.0,4.58,7.58,2.9299999999999997,4.58,7.51
613220676,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Same day,12.0,yes,High,bank account,Bank account transfer,13.63,1.08,14.71,5.63,1.08,6.71
613220677,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,13.33,4.58,17.91,5.33,4.58,9.91
613220678,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,High,bank account,Bank account transfer,10.0,1.08,11.08,4.0,1.08,5.08
613222115,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,10.0,1.08,11.08,4.0,1.08,5.08
613222116,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Same day,12.0,yes,Medium,bank account,Bank account transfer,13.63,1.08,14.71,5.63,1.08,6.71
613222119,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Medium,bank account,Bank account transfer,13.33,4.58,17.91,5.33,4.58,9.91
613222552,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,10.0,1.08,11.08,4.0,1.08,5.08
613222555,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,KCB,Bank,"Bank branch,Call Center,Internet",2 days,48.0,yes,Low,bank account,Bank account transfer,13.33,4.58,17.91,5.33,4.58,9.91
613223753,2022_1Q,2022,2022.0,KENRWA,KEN,RWA,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.39,1.08,3.47,2.4499999999999997,1.08,3.53
613223754,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.39,1.08,3.47,2.4499999999999997,1.08,3.53
613223755,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,Dahabshiil,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,2.39,1.08,3.47,2.4499999999999997,1.08,3.53
613222653,2022_1Q,2022,2022.0,RWAKEN,RWA,KEN,Western Union,Money Transfer Operator,Agent,Next day,24.0,yes,High,cash,Cash,5.0,6.23,11.23,2.5199999999999996,6.23,8.75
613220672,2022_1Q,2022,2022.0,KENRWA,KEN,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.33,5.21,7.54,1.4699999999999998,5.21,6.68
613220680,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,3.8000000000000003,3.35,7.15,2.6,3.35,5.95
613220681,2022_1Q,2022,2022.0,KENUGA,KEN,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.33,4.17,6.5,1.4699999999999998,4.17,5.64
613220884,2022_1Q,2022,2022.0,TZARWA,TZA,RWA,NMB (National Microfinance Bank),Non-Bank FI,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,3.08,0.32,3.4,1.23,0.32,1.55
613220892,2022_1Q,2022,2022.0,TZAUGA,TZA,UGA,NMB (National Microfinance Bank),Non-Bank FI,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,2.89,2.86,5.75,1.3800000000000003,2.86,4.24
613222120,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.3299999999999996,3.94,6.27,1.4700000000000002,3.94,5.41
613222121,2022_1Q,2022,2022.0,KENTZA,KEN,TZA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,3.8000000000000003,3.35,7.15,2.6,3.35,5.95
613222556,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,2.3299999999999996,2.22,4.55,1.46,2.22,3.68
613222557,2022_1Q,2022,2022.0,KENSSD,KEN,SSD,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,mobile wallet,Cash,2.3400000000000003,3.73,6.07,1.4700000000000002,3.73,5.2
